"mailgrp" "appeal" "ward" "voted98" "mailings"
"15304" 0 2 17 1 0
"15305" 1 2 13 1 3
"15307" 1 3 8 1 1
"15308" 1 3 5 0 3
"15309" 0 3 5 0 0
"15311" 0 1 14 0 0
"15314" 0 2 14 0 0
"15315" 0 1 16 0 0
"15316" 1 2 4 0 1
"15317" 0 3 3 0 0
"15318" 1 1 3 1 2
"15319" 0 3 5 0 0
"15320" 0 2 3 1 0
"15321" 0 1 6 0 0
"15322" 0 1 10 0 0
"15323" 0 1 6 0 0
"15324" 1 2 15 0 2
"15325" 0 1 11 1 0
"15327" 0 1 26 0 0
"15329" 0 3 28 1 0
"15330" 1 1 23 1 3
"15334" 0 1 24 1 0
"15336" 0 2 26 0 0
"15337" 0 1 14 1 0
"15338" 1 1 13 0 2
"15339" 0 2 27 0 0
"15341" 1 3 14 0 2
"15342" 0 3 7 0 0
"15343" 0 3 17 1 0
"15344" 0 2 7 0 0
"15345" 1 3 28 1 1
"15346" 0 3 17 0 0
"15347" 0 3 6 0 0
"15348" 0 3 24 0 0
"15349" 0 1 7 0 0
"15350" 1 1 6 1 2
"15351" 0 3 20 1 0
"15352" 0 2 20 1 0
"15353" 0 3 12 1 0
"15354" 1 2 8 1 2
"15355" 1 3 13 1 1
"15356" 0 3 21 0 0
"15357" 0 2 29 0 0
"15358" 0 1 30 0 0
"15359" 0 2 12 0 0
"15360" 1 3 30 0 2
"15361" 0 3 12 0 0
"15362" 0 1 13 0 0
"15363" 1 3 21 0 3
"15364" 0 1 15 0 0
"15365" 0 1 15 1 0
"15366" 1 1 9 0 1
"15367" 0 2 19 1 0
"15368" 0 1 20 1 0
"15369" 0 2 21 0 0
"15370" 0 1 29 0 0
"15371" 0 2 13 1 0
"15372" 0 2 18 1 0
"15373" 1 3 8 0 1
"15374" 0 1 26 1 0
"15375" 0 1 17 1 0
"15376" 1 1 26 1 3
"15377" 1 3 8 0 1
"15378" 0 1 11 0 0
"15379" 0 3 9 1 0
"15381" 0 1 15 1 0
"15383" 0 3 17 1 0
"15384" 0 2 7 0 0
"15385" 1 2 11 1 3
"15386" 0 1 20 0 0
"15387" 1 3 7 0 1
"15388" 0 1 19 1 0
"15392" 0 1 3 0 0
"15393" 1 1 28 0 1
"15394" 0 2 8 1 0
"15395" 1 2 15 0 2
"15396" 0 2 27 1 0
"15397" 0 3 16 0 0
"15398" 0 1 8 0 0
"15399" 0 3 17 1 0
"15400" 1 2 17 1 2
"15401" 0 3 18 1 0
"15402" 0 3 11 1 0
"15403" 1 2 18 1 3
"15404" 1 1 8 1 2
"15405" 1 1 18 1 3
"15406" 0 3 17 0 0
"15407" 0 3 17 1 0
"15408" 0 1 2 0 0
"15411" 1 3 24 0 2
"15412" 0 2 12 0 0
"15413" 0 1 27 0 0
"15415" 0 3 25 0 0
"15416" 1 1 15 0 1
"15417" 1 1 8 1 1
"15418" 0 2 9 0 0
"15419" 1 3 28 1 2
"15420" 0 1 29 1 0
"15421" 0 3 28 1 0
"15422" 0 2 30 1 0
"15423" 0 3 6 0 0
"15424" 0 3 9 0 0
"15425" 0 2 29 1 0
"15426" 1 2 23 1 1
"15427" 0 3 9 0 0
"15428" 0 2 18 1 0
"15430" 0 1 7 0 0
"15431" 0 1 27 1 0
"15432" 1 2 4 0 2
"15433" 1 3 23 0 2
"15434" 0 3 4 0 0
"15436" 1 3 14 1 3
"15437" 1 3 21 1 3
"15438" 1 2 21 1 2
"15439" 1 1 30 0 2
"15440" 0 3 19 1 0
"15442" 1 1 10 0 1
"15443" 0 1 29 1 0
"15444" 1 3 6 0 3
"15445" 0 3 5 0 0
"15446" 0 1 11 1 0
"15447" 0 3 26 1 0
"15448" 1 2 21 1 2
"15449" 0 3 15 0 0
"15450" 0 2 17 0 0
"15452" 0 1 22 0 0
"15454" 1 3 26 1 2
"15455" 0 3 26 0 0
"15456" 0 1 11 1 0
"15457" 0 2 8 0 0
"15458" 0 2 12 0 0
"15459" 1 1 15 0 1
"15460" 0 1 17 0 0
"15461" 1 3 9 1 1
"15462" 0 1 23 0 0
"15463" 1 3 14 0 2
"15464" 1 3 25 1 1
"15465" 1 1 13 0 3
"15467" 1 3 7 0 1
"15470" 1 2 15 0 2
"15473" 1 1 10 1 1
"15474" 0 2 27 1 0
"15475" 0 3 2 0 0
"15476" 1 2 2 1 1
"15477" 1 2 14 0 3
"15478" 1 1 17 0 1
"15480" 1 3 17 1 1
"15481" 0 1 18 1 0
"15482" 1 2 3 0 2
"15483" 0 1 15 0 0
"15485" 0 1 2 0 0
"15486" 0 1 26 0 0
"15488" 0 3 15 0 0
"15489" 0 3 16 0 0
"15490" 0 1 25 0 0
"15491" 1 3 2 0 2
"15492" 0 2 16 0 0
"15493" 1 1 23 0 3
"15494" 1 3 11 0 1
"15495" 1 1 15 0 3
"15496" 0 2 14 1 0
"15497" 1 2 18 0 3
"15498" 0 2 17 0 0
"15499" 0 2 25 1 0
"15500" 0 1 24 0 0
"15501" 0 1 27 1 0
"15502" 1 1 17 0 1
"15503" 0 1 6 0 0
"15504" 1 2 5 1 1
"15507" 1 3 18 1 3
"15509" 0 3 17 0 0
"15510" 0 1 17 0 0
"15511" 0 2 7 0 0
"15513" 0 3 28 0 0
"15514" 1 2 17 1 1
"15515" 0 2 28 1 0
"15516" 1 2 24 1 1
"15517" 0 2 24 0 0
"15518" 0 1 28 0 0
"15519" 0 1 14 0 0
"15520" 0 3 10 0 0
"15521" 0 2 15 1 0
"15522" 0 2 11 1 0
"15523" 0 2 27 0 0
"15524" 0 2 10 0 0
"15525" 0 1 25 0 0
"15526" 0 2 30 0 0
"15527" 1 2 16 0 3
"15529" 0 2 11 0 0
"15530" 0 2 17 1 0
"15531" 1 3 13 1 1
"15532" 0 1 12 0 0
"15533" 1 3 13 1 2
"15534" 0 3 27 0 0
"15536" 1 3 13 0 3
"15538" 1 1 15 0 3
"15539" 0 3 25 0 0
"15542" 1 2 14 1 1
"15543" 0 1 18 1 0
"15544" 1 2 6 0 1
"15545" 1 2 11 1 3
"15546" 0 3 11 0 0
"15547" 0 2 11 1 0
"15548" 1 3 17 1 1
"15550" 0 1 7 0 0
"15551" 0 2 10 0 0
"15552" 0 1 15 1 0
"15553" 0 3 13 0 0
"15554" 1 1 11 1 1
"15555" 1 3 24 1 2
"15556" 0 1 18 0 0
"15557" 0 1 17 1 0
"15559" 0 3 11 0 0
"15561" 0 3 18 1 0
"15562" 0 2 11 0 0
"15563" 0 1 14 0 0
"15564" 0 1 11 1 0
"15565" 0 2 25 0 0
"15566" 0 3 9 1 0
"15567" 0 1 29 0 0
"15568" 0 3 12 0 0
"15569" 0 1 16 0 0
"15570" 0 3 9 1 0
"15571" 1 3 24 1 1
"15572" 1 3 16 0 2
"15573" 0 3 10 0 0
"15574" 0 3 6 0 0
"15575" 1 2 11 0 2
"15576" 0 3 22 1 0
"15577" 0 3 22 0 0
"15578" 0 1 9 1 0
"15579" 0 2 8 0 0
"15580" 1 2 10 1 2
"15581" 1 1 8 1 2
"15582" 1 1 28 1 2
"15583" 1 1 19 1 2
"15584" 1 2 22 0 2
"15586" 0 3 13 0 0
"15587" 0 2 14 0 0
"15588" 1 1 13 0 3
"15590" 1 2 23 0 2
"15591" 1 3 2 1 3
"15594" 0 1 15 0 0
"15596" 0 1 4 0 0
"15597" 0 2 4 0 0
"15600" 1 1 7 0 2
"15601" 0 1 27 1 0
"15602" 1 3 22 1 3
"15603" 0 3 28 1 0
"15604" 0 1 24 0 0
"15605" 0 3 20 1 0
"15606" 1 1 2 0 1
"15607" 1 1 9 0 1
"15608" 0 1 19 0 0
"15609" 1 3 10 1 2
"15611" 0 3 11 0 0
"15613" 1 3 2 0 3
"15614" 0 1 26 1 0
"15615" 1 1 8 1 2
"15616" 1 2 26 0 2
"15619" 1 1 12 1 2
"15620" 1 3 30 0 1
"15621" 0 2 14 1 0
"15622" 0 3 19 1 0
"15625" 0 3 6 0 0
"15627" 0 1 3 1 0
"15628" 1 2 11 1 2
"15629" 0 2 27 0 0
"15632" 0 3 9 0 0
"15633" 0 1 25 0 0
"15634" 0 2 29 1 0
"15635" 0 3 27 0 0
"15636" 0 2 23 0 0
"15637" 0 3 23 0 0
"15639" 0 2 19 1 0
"15640" 0 2 10 0 0
"15641" 0 1 23 0 0
"15642" 0 1 8 1 0
"15643" 0 3 13 0 0
"15646" 0 1 11 1 0
"15647" 0 1 19 0 0
"15648" 1 3 27 1 2
"15649" 1 3 27 0 2
"15651" 1 3 25 1 2
"15652" 1 2 3 0 2
"15653" 0 1 6 0 0
"15654" 1 3 22 0 1
"15655" 0 2 22 0 0
"15656" 0 3 2 0 0
"15657" 0 3 25 1 0
"15658" 1 3 21 0 2
"15659" 0 2 6 0 0
"15660" 1 2 9 0 2
"15661" 0 3 28 0 0
"15662" 1 1 9 0 2
"15663" 0 3 12 0 0
"15665" 1 1 20 0 2
"15666" 0 1 10 0 0
"15667" 0 2 10 0 0
"15668" 1 3 27 1 3
"15669" 0 3 27 0 0
"15670" 0 1 25 1 0
"15671" 0 1 25 1 0
"15672" 1 3 17 1 2
"15673" 0 2 19 0 0
"15675" 1 3 21 1 1
"15676" 0 1 19 1 0
"15677" 1 1 25 1 2
"15678" 1 2 12 0 1
"15680" 0 2 21 0 0
"15681" 0 2 9 1 0
"15683" 1 3 9 0 1
"15684" 0 1 7 0 0
"15685" 0 3 25 1 0
"15687" 0 3 26 1 0
"15688" 1 3 15 1 3
"15691" 0 3 23 1 0
"15692" 1 1 4 1 2
"15693" 1 3 10 0 3
"15694" 1 2 19 0 2
"15697" 1 3 11 1 1
"15698" 0 2 19 0 0
"15699" 1 1 2 0 3
"15700" 1 2 29 0 2
"15701" 1 2 4 0 3
"15702" 0 1 6 1 0
"15704" 0 2 10 0 0
"15705" 0 3 11 1 0
"15707" 0 3 22 0 0
"15708" 1 2 7 0 1
"15709" 1 2 24 1 1
"15711" 1 3 24 1 3
"15712" 0 3 24 1 0
"15713" 0 1 19 0 0
"15714" 0 3 10 1 0
"15715" 0 2 8 1 0
"15716" 1 1 9 0 3
"15717" 1 2 13 1 3
"15718" 0 3 9 0 0
"15719" 1 3 2 0 3
"15720" 1 1 4 0 3
"15721" 1 3 24 1 2
"15722" 0 1 14 0 0
"15723" 1 2 26 1 2
"15726" 0 2 13 0 0
"15727" 0 1 16 0 0
"15728" 0 1 11 0 0
"15729" 0 2 12 0 0
"15730" 0 3 6 0 0
"15731" 0 3 12 0 0
"15733" 1 1 9 1 1
"15734" 0 2 13 0 0
"15736" 1 2 19 1 1
"15738" 0 1 22 0 0
"15739" 0 1 23 1 0
"15740" 0 2 9 0 0
"15741" 1 1 2 0 3
"15742" 1 1 19 0 2
"15743" 0 3 17 0 0
"15744" 1 2 12 0 3
"15746" 1 3 29 1 2
"15747" 0 3 18 0 0
"15748" 1 3 27 0 1
"15749" 1 3 17 1 1
"15750" 1 2 17 0 2
"15751" 0 2 18 0 0
"15752" 0 3 30 1 0
"15753" 0 3 13 1 0
"15754" 0 2 8 0 0
"15755" 1 3 13 0 1
"15756" 1 1 8 0 1
"15757" 0 1 24 1 0
"15758" 0 2 12 1 0
"15759" 1 1 10 0 2
"15760" 1 1 11 0 2
"15761" 0 1 10 0 0
"15762" 0 1 24 0 0
"15763" 0 3 17 1 0
"15764" 0 2 13 0 0
"15765" 1 3 30 0 2
"15766" 1 1 23 0 1
"15767" 0 2 9 1 0
"15768" 0 2 18 0 0
"15769" 0 3 17 0 0
"15772" 1 2 18 0 3
"15773" 1 3 18 0 2
"15775" 1 2 17 1 2
"15777" 0 3 9 0 0
"15779" 0 1 18 1 0
"15780" 0 1 27 1 0
"15781" 0 3 6 0 0
"15782" 0 1 17 0 0
"15785" 0 1 10 1 0
"15786" 1 3 5 0 1
"15787" 1 3 12 1 2
"15788" 1 3 10 1 3
"15789" 1 1 18 1 2
"15790" 1 2 26 0 2
"15791" 0 2 20 1 0
"15792" 0 2 13 1 0
"15793" 0 3 10 1 0
"15795" 0 1 19 1 0
"15796" 0 1 7 1 0
"15797" 0 3 23 0 0
"15798" 0 2 16 0 0
"15799" 0 1 7 0 0
"15800" 1 2 9 1 1
"15801" 0 3 28 1 0
"15802" 1 1 7 1 3
"15803" 0 3 3 1 0
"15804" 1 2 3 0 3
"15805" 0 2 20 1 0
"15807" 1 3 3 1 2
"15808" 1 1 12 0 2
"15809" 1 3 28 0 1
"15812" 0 3 30 0 0
"15814" 1 2 25 0 1
"15816" 1 2 7 1 2
"15817" 0 3 6 1 0
"15818" 1 3 17 1 2
"15819" 0 2 30 1 0
"15820" 1 2 27 0 3
"15821" 1 3 22 1 2
"15824" 0 3 13 1 0
"15825" 1 1 6 0 3
"15826" 0 1 20 0 0
"15827" 1 3 13 1 3
"15828" 0 2 27 0 0
"15830" 0 1 10 0 0
"15831" 0 2 28 0 0
"15832" 0 3 4 1 0
"15833" 1 3 6 1 2
"15835" 0 3 7 0 0
"15836" 0 1 3 0 0
"15838" 1 3 30 0 3
"15839" 0 2 20 1 0
"15840" 0 2 3 0 0
"15841" 1 3 2 1 3
"15842" 0 2 11 1 0
"15844" 0 3 6 1 0
"15846" 0 3 28 0 0
"15847" 0 1 6 1 0
"15848" 0 1 21 1 0
"15853" 1 2 6 1 1
"15855" 0 3 6 0 0
"15857" 1 2 4 0 2
"15858" 0 3 15 0 0
"15859" 1 2 11 1 2
"15860" 0 3 24 1 0
"15861" 0 1 9 0 0
"15862" 0 1 18 1 0
"15863" 1 1 6 1 1
"15864" 1 3 9 0 1
"15865" 1 3 11 1 1
"15866" 0 1 11 1 0
"15867" 0 1 8 0 0
"15868" 0 1 26 1 0
"15869" 0 2 10 0 0
"15871" 0 2 2 1 0
"15872" 0 2 9 0 0
"15873" 0 3 2 0 0
"15874" 0 2 27 1 0
"15875" 1 1 17 0 1
"15877" 0 3 22 1 0
"15878" 1 3 29 1 3
"15879" 1 1 13 0 2
"15880" 1 3 26 0 2
"15881" 1 2 13 0 2
"15884" 0 1 28 0 0
"15885" 0 2 8 0 0
"15886" 0 1 19 1 0
"15887" 1 2 19 0 1
"15888" 0 2 21 1 0
"15889" 0 2 23 1 0
"15891" 1 2 11 0 1
"15892" 1 2 30 0 1
"15893" 1 1 20 1 2
"15894" 0 1 20 0 0
"15896" 0 2 22 0 0
"15898" 0 3 11 0 0
"15899" 0 2 6 0 0
"15900" 0 3 8 0 0
"15901" 0 2 20 0 0
"15902" 0 2 27 0 0
"15903" 0 1 11 1 0
"15904" 0 3 12 0 0
"15905" 1 2 3 1 1
"15906" 1 1 4 0 3
"15907" 0 3 7 1 0
"15908" 0 1 9 1 0
"15910" 0 3 17 1 0
"15911" 0 1 14 1 0
"15912" 0 1 18 1 0
"15914" 1 1 25 1 2
"15915" 1 2 22 0 3
"15916" 1 2 30 0 3
"15917" 0 2 19 0 0
"15918" 1 3 17 0 1
"15919" 1 1 3 0 2
"15920" 1 2 6 1 1
"15921" 0 1 18 0 0
"15922" 1 1 28 1 1
"15923" 1 1 10 0 1
"15924" 1 2 24 0 3
"15925" 0 1 2 0 0
"15927" 0 2 28 1 0
"15928" 1 2 7 0 3
"15930" 0 2 25 1 0
"15931" 0 3 28 0 0
"15932" 0 2 15 0 0
"15933" 1 3 26 1 1
"15934" 1 3 25 1 2
"15935" 0 1 26 1 0
"15936" 1 1 7 1 1
"15937" 1 1 8 0 1
"15939" 0 1 10 0 0
"15940" 1 1 27 1 1
"15941" 0 3 9 0 0
"15942" 0 2 10 1 0
"15945" 1 2 16 1 1
"15946" 0 1 11 1 0
"15947" 0 1 6 0 0
"15948" 0 2 29 0 0
"15950" 0 1 27 1 0
"15951" 0 3 10 1 0
"15952" 0 3 9 1 0
"15953" 0 3 9 1 0
"15954" 1 1 14 1 1
"15955" 0 3 23 1 0
"15957" 0 2 18 1 0
"15958" 0 1 20 0 0
"15959" 0 2 29 0 0
"15962" 1 1 11 1 2
"15963" 0 1 16 0 0
"15964" 0 1 13 1 0
"15965" 0 1 26 0 0
"15967" 0 3 13 1 0
"15968" 1 3 18 0 1
"15969" 1 1 18 0 1
"15970" 0 1 11 1 0
"15972" 1 2 23 0 1
"15973" 0 1 25 1 0
"15974" 1 1 12 0 2
"15975" 0 1 21 1 0
"15976" 1 3 28 1 3
"15977" 1 3 4 0 1
"15978" 0 3 14 0 0
"15979" 1 2 9 1 3
"15980" 1 3 12 1 2
"15981" 1 1 27 0 1
"15983" 0 2 12 1 0
"15984" 0 2 29 0 0
"15985" 1 3 19 1 2
"15987" 1 1 25 1 1
"15988" 1 1 24 1 2
"15989" 0 1 4 0 0
"15992" 0 2 10 0 0
"15993" 0 3 3 0 0
"15994" 0 3 2 0 0
"15995" 1 3 20 1 3
"15996" 1 2 27 0 3
"15997" 0 2 4 1 0
"15998" 0 2 3 1 0
"16001" 0 1 27 0 0
"16002" 1 3 27 0 3
"16003" 0 2 6 0 0
"16004" 0 3 23 1 0
"16005" 1 1 10 0 3
"16006" 1 1 2 0 3
"16007" 1 3 15 0 1
"16008" 0 1 6 0 0
"16009" 1 3 15 0 3
"16011" 1 3 12 0 1
"16012" 1 1 18 1 2
"16013" 0 1 19 0 0
"16014" 0 1 29 1 0
"16016" 1 2 28 1 2
"16017" 0 3 24 0 0
"16018" 0 2 8 1 0
"16019" 1 2 25 1 1
"16020" 1 3 12 0 1
"16021" 1 1 13 1 3
"16022" 0 1 22 0 0
"16024" 0 2 15 1 0
"16025" 1 2 7 0 1
"16027" 0 1 2 0 0
"16029" 1 3 21 1 2
"16030" 0 3 26 0 0
"16032" 0 3 19 0 0
"16033" 1 3 25 1 2
"16034" 1 2 27 0 3
"16035" 0 2 17 0 0
"16036" 0 1 21 0 0
"16037" 0 2 16 0 0
"16039" 1 1 15 0 2
"16041" 1 2 16 0 1
"16042" 0 3 15 0 0
"16043" 0 3 15 0 0
"16044" 1 3 14 1 2
"16045" 0 3 5 0 0
"16048" 0 1 26 0 0
"16049" 0 3 22 1 0
"16051" 1 2 2 0 1
"16052" 0 1 6 0 0
"16054" 1 3 15 0 1
"16056" 0 1 15 0 0
"16057" 1 3 5 0 1
"16058" 0 3 6 0 0
"16059" 1 1 16 0 2
"16060" 1 2 15 0 1
"16061" 0 3 10 0 0
"16062" 1 1 30 0 3
"16063" 1 1 15 0 1
"16065" 0 1 16 0 0
"16066" 0 2 16 0 0
"16068" 1 2 17 0 2
"16069" 1 3 9 0 2
"16070" 0 1 9 0 0
"16071" 0 2 6 1 0
"16072" 1 2 8 0 2
"16073" 0 3 18 0 0
"16074" 1 2 13 0 3
"16075" 0 3 13 0 0
"16076" 0 1 10 1 0
"16077" 0 2 9 1 0
"16078" 0 2 9 1 0
"16079" 1 1 7 1 3
"16080" 1 2 9 1 1
"16081" 1 2 26 1 1
"16084" 1 1 18 0 1
"16085" 0 2 17 1 0
"16087" 0 2 16 0 0
"16089" 0 3 6 0 0
"16090" 0 2 27 0 0
"16091" 0 3 27 1 0
"16092" 1 2 22 1 1
"16093" 1 2 26 0 3
"16096" 1 1 17 0 1
"16100" 0 3 8 0 0
"16101" 1 3 12 1 2
"16102" 0 2 12 0 0
"16103" 0 1 10 0 0
"16107" 0 2 9 0 0
"16108" 1 2 25 0 3
"16109" 0 2 27 1 0
"16110" 0 1 22 0 0
"16111" 0 2 16 1 0
"16112" 0 3 17 0 0
"16113" 0 1 12 1 0
"16114" 0 3 6 1 0
"16116" 0 2 25 1 0
"16117" 0 2 25 1 0
"16119" 1 1 18 1 1
"16122" 0 1 11 1 0
"16123" 1 3 11 1 1
"16124" 0 1 11 1 0
"16125" 0 3 8 1 0
"16126" 0 2 14 1 0
"16127" 0 3 8 0 0
"16128" 0 3 11 1 0
"16129" 0 2 25 1 0
"16131" 0 1 17 0 0
"16132" 0 1 7 0 0
"16133" 0 2 11 0 0
"16134" 0 2 27 0 0
"16135" 0 2 12 0 0
"16138" 0 3 17 1 0
"16140" 0 2 23 0 0
"16141" 0 2 27 0 0
"16142" 0 1 18 0 0
"16144" 0 2 9 1 0
"16145" 1 1 10 1 3
"16146" 0 2 6 1 0
"16147" 0 1 19 1 0
"16148" 0 2 28 0 0
"16149" 1 2 4 0 3
"16150" 0 2 12 1 0
"16151" 0 2 23 0 0
"16152" 0 1 24 0 0
"16153" 0 3 17 1 0
"16154" 0 3 14 0 0
"16155" 1 1 23 1 1
"16156" 0 1 20 0 0
"16158" 0 3 25 0 0
"16159" 0 2 24 0 0
"16160" 0 2 26 0 0
"16161" 0 1 20 0 0
"16162" 1 1 2 0 3
"16163" 1 1 17 1 1
"16164" 1 3 12 1 1
"16165" 0 3 7 1 0
"16166" 1 1 30 1 2
"16167" 1 3 20 1 2
"16168" 0 1 6 0 0
"16169" 0 3 11 1 0
"16170" 1 2 23 1 2
"16171" 0 2 2 0 0
"16172" 0 1 17 0 0
"16173" 1 1 30 0 2
"16174" 0 2 21 0 0
"16175" 0 2 6 1 0
"16176" 1 2 20 1 2
"16177" 1 3 27 1 3
"16178" 0 2 22 0 0
"16179" 0 2 24 0 0
"16180" 1 3 20 0 1
"16181" 0 2 21 0 0
"16182" 1 3 23 0 2
"16184" 0 1 4 1 0
"16185" 1 3 27 0 2
"16186" 0 1 2 1 0
"16187" 0 1 28 1 0
"16188" 0 2 29 0 0
"16189" 1 3 7 0 2
"16190" 1 2 7 0 3
"16191" 1 1 22 0 1
"16193" 0 1 2 0 0
"16194" 1 3 24 1 3
"16195" 1 1 29 1 2
"16196" 1 2 15 0 1
"16197" 1 3 11 0 1
"16198" 0 2 11 1 0
"16199" 0 3 8 1 0
"16200" 0 1 15 0 0
"16201" 1 3 17 0 3
"16202" 0 2 17 0 0
"16203" 0 2 13 0 0
"16204" 0 2 8 0 0
"16205" 0 3 18 0 0
"16206" 0 2 18 0 0
"16207" 0 2 14 1 0
"16208" 0 1 23 1 0
"16209" 0 2 30 0 0
"16210" 0 1 8 0 0
"16212" 1 3 23 0 2
"16213" 1 2 24 0 2
"16214" 0 1 17 1 0
"16215" 1 3 15 0 3
"16216" 0 3 15 0 0
"16217" 1 1 27 0 2
"16218" 0 2 16 0 0
"16219" 0 2 14 0 0
"16220" 0 3 21 0 0
"16222" 0 1 10 1 0
"16224" 0 1 19 0 0
"16225" 1 2 12 0 2
"16227" 1 1 17 0 2
"16229" 0 2 20 1 0
"16230" 0 2 27 1 0
"16231" 0 3 11 0 0
"16232" 0 3 30 0 0
"16233" 0 3 28 0 0
"16234" 1 1 24 0 1
"16235" 0 1 12 1 0
"16236" 1 1 17 0 2
"16237" 0 3 19 1 0
"16239" 1 2 25 1 2
"16241" 0 1 10 1 0
"16242" 0 1 9 0 0
"16244" 1 3 17 0 3
"16245" 1 1 10 0 1
"16246" 0 2 7 1 0
"16247" 0 3 13 0 0
"16249" 1 2 26 0 2
"16251" 0 1 8 1 0
"16252" 1 3 17 1 2
"16254" 0 3 12 0 0
"16256" 0 1 13 0 0
"16257" 1 2 17 1 3
"16258" 1 2 14 0 2
"16260" 1 3 12 0 3
"16261" 1 1 17 1 1
"16262" 0 1 13 0 0
"16263" 1 1 15 0 2
"16264" 1 1 16 0 3
"16265" 0 2 15 0 0
"16266" 1 2 12 0 1
"16268" 1 3 10 0 2
"16270" 1 1 11 0 1
"16271" 0 2 11 1 0
"16273" 0 1 30 0 0
"16274" 0 2 14 1 0
"16275" 1 3 14 0 3
"16276" 1 3 6 1 1
"16277" 1 3 4 0 2
"16278" 1 3 17 1 1
"16279" 1 1 10 0 1
"16280" 1 1 29 0 2
"16281" 1 1 14 0 3
"16282" 1 2 14 0 1
"16283" 1 2 30 1 2
"16285" 0 1 21 0 0
"16286" 1 2 7 1 1
"16287" 0 1 25 0 0
"16288" 0 2 28 0 0
"16289" 1 1 22 1 1
"16290" 1 1 18 1 3
"16291" 1 2 24 1 2
"16292" 1 1 3 0 2
"16293" 0 3 15 0 0
"16296" 1 3 25 1 3
"16297" 0 2 23 1 0
"16299" 1 2 26 1 1
"16300" 1 3 26 1 2
"16301" 0 1 30 0 0
"16302" 0 1 19 1 0
"16303" 1 3 27 0 3
"16305" 0 3 2 1 0
"16306" 1 1 19 0 2
"16307" 0 3 21 0 0
"16308" 0 1 27 0 0
"16309" 0 1 4 0 0
"16310" 1 3 3 1 2
"16311" 0 1 11 1 0
"16312" 0 3 25 1 0
"16315" 0 1 22 0 0
"16316" 0 1 21 0 0
"16318" 0 1 2 0 0
"16319" 1 1 26 1 3
"16320" 1 3 15 0 1
"16321" 1 1 9 0 1
"16322" 0 3 2 1 0
"16323" 0 2 19 1 0
"16324" 1 1 8 1 2
"16325" 1 3 8 0 3
"16327" 0 3 10 1 0
"16329" 0 2 24 0 0
"16331" 0 2 30 1 0
"16332" 0 1 30 1 0
"16333" 0 2 25 0 0
"16334" 1 2 28 0 2
"16335" 0 1 6 0 0
"16336" 1 1 25 0 2
"16337" 1 2 21 1 2
"16338" 1 2 7 0 3
"16339" 0 1 13 0 0
"16340" 1 1 6 0 3
"16341" 0 2 27 1 0
"16342" 1 3 30 0 1
"16343" 1 1 8 0 1
"16344" 1 2 13 0 1
"16345" 0 1 22 1 0
"16346" 1 3 21 1 1
"16348" 0 3 13 1 0
"16349" 0 2 28 0 0
"16350" 0 3 12 1 0
"16351" 1 2 23 1 1
"16352" 1 3 25 1 3
"16353" 1 3 14 0 2
"16354" 1 1 25 1 2
"16355" 1 3 23 1 1
"16356" 0 3 21 0 0
"16357" 1 1 7 0 1
"16358" 0 2 11 1 0
"16359" 1 2 21 0 2
"16360" 0 1 27 1 0
"16361" 1 3 21 1 3
"16362" 0 3 27 1 0
"16363" 0 2 21 1 0
"16364" 1 1 3 0 1
"16365" 1 2 14 0 1
"16366" 0 1 17 0 0
"16367" 1 2 11 0 1
"16368" 0 2 26 0 0
"16369" 0 3 30 1 0
"16370" 1 2 30 0 1
"16371" 0 3 17 1 0
"16372" 0 2 27 0 0
"16373" 0 1 20 0 0
"16375" 0 2 30 0 0
"16376" 1 2 27 1 1
"16377" 0 3 11 0 0
"16378" 0 2 10 0 0
"16380" 0 1 8 0 0
"16381" 0 3 25 1 0
"16382" 0 3 2 0 0
"16383" 0 2 13 1 0
"16384" 0 2 24 1 0
"16385" 0 2 12 0 0
"16386" 0 3 3 0 0
"16387" 1 1 24 1 2
"16388" 1 2 25 1 3
"16389" 0 2 11 1 0
"16390" 0 1 24 1 0
"16393" 1 2 19 1 2
"16394" 0 3 19 0 0
"16395" 1 1 20 0 2
"16396" 0 2 13 1 0
"16397" 0 1 18 0 0
"16398" 1 3 14 0 3
"16399" 1 2 6 0 2
"16401" 0 2 16 0 0
"16402" 0 1 4 0 0
"16403" 0 1 25 0 0
"16404" 0 3 5 0 0
"16405" 0 2 4 0 0
"16407" 1 3 17 1 3
"16408" 0 3 17 1 0
"16409" 1 3 17 0 2
"16410" 0 3 17 0 0
"16411" 1 1 18 0 3
"16412" 0 2 17 1 0
"16413" 0 2 17 1 0
"16414" 0 2 18 1 0
"16416" 0 2 11 0 0
"16417" 0 3 18 1 0
"16418" 0 2 17 0 0
"16419" 1 3 9 1 2
"16420" 1 1 28 0 1
"16421" 0 3 20 0 0
"16422" 0 3 20 0 0
"16423" 1 2 10 0 1
"16424" 0 2 27 0 0
"16425" 1 1 7 1 1
"16426" 0 3 30 0 0
"16427" 1 1 12 0 1
"16428" 0 1 11 1 0
"16430" 1 3 16 0 3
"16431" 0 3 15 0 0
"16432" 0 2 17 0 0
"16433" 0 1 13 1 0
"16435" 0 2 18 0 0
"16437" 1 3 17 0 1
"16439" 0 3 18 1 0
"16440" 1 3 18 0 3
"16441" 1 2 17 0 3
"16442" 0 3 8 1 0
"16443" 1 2 14 0 3
"16444" 0 1 16 0 0
"16445" 0 3 18 1 0
"16446" 0 2 18 1 0
